,aspects,terms,text
1668,['anecdotes/miscellaneous'],[],We bring in a party of ten or so every week.
1669,['food'],"['New England Chowder', 'Lobster Bisque']",My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
1670,['food'],['pizzas'],"So, a little inconsistency there but either way, both pizzas were really good."
1671,"['food', 'price']",['sushi'],"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious."
1672,['anecdotes/miscellaneous'],[],We would return to this place again!
1673,['food'],['wines by the glass'],Not enough wines by the glass either.
1674,['food'],['duck breast special'],I had the duck breast special on my last visit and it was incredible.
1675,['price'],['food'],I must say it's a little pricey for the food because it was not as spectacular as the view.
1676,['food'],"['french indian fusion', 'dishes']",These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
1677,['ambience'],"['seat', 'bar']","Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
1678,['food'],['food'],No gimmicks here -- the food speaks for itself in its freshness and preparation.
1679,"['anecdotes/miscellaneous', 'service']",['wait'],"We were worried we would have trouble getting in, but somehow managed to have a short wait."
1680,['food'],['fried shrimp'],My wife had the fried shrimp which are huge and loved it.
1681,['food'],[],"Everything I had was good, and I'm a eater."
1682,['food'],['food'],One should not go to Lucky Strike for the food.
1683,['service'],"['service', 'table']",The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
1684,"['food', 'anecdotes/miscellaneous']","['appetizer', 'cheese fondue']",We could only get through an appetizer and cheese fondue.
1685,['ambience'],[],"To me it exemplifies Soho, cute, artsy, interesting."
1686,['food'],[],"Try everything for that matter, it is all good."
1687,['service'],"['table', 'reservations']",Both times we waited well over a half hour for a table (even though we had reservations).
1688,['anecdotes/miscellaneous'],[],happy to be a regular at this place and would warmly recommend it to anyone.
1689,"['anecdotes/miscellaneous', 'anecdotes/miscellaneous']",[],I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
1690,['service'],"['manager', 'reservation', 'bar', 'wait']","night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
1691,['food'],['green curry'],Try the green curry!!!
1692,['food'],"['scallops', 'appetizer', 'sauce']",We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
1693,['service'],"['service', 'reservation']",We were also seated promptly at the time of our reservation and the service was very quick and professional.
1694,"['food', 'service']","['seat', 'currys (masaman, green, red)', 'flavor']","You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
1695,['food'],['food'],The food there are sastifying.
1696,['anecdotes/miscellaneous'],[],I highly recommend to anyone to give this place a try.
1697,"['anecdotes/miscellaneous', 'food']","['dinner', 'drinks']",I highly recommend visiting this restaurant and having dinner and drinks!
1698,['food'],"['bar', 'beers', 'wines', 'priced']",The bar is very well stocked with interesting beers and well priced wines.
1699,['anecdotes/miscellaneous'],[],I agree.
1700,"['anecdotes/miscellaneous', 'service']",['reservations'],"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
1701,['food'],['food'],The food was good.
1702,['food'],"['wine selection', 'Gigondas', 'house champagne', 'price']","Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
1703,['ambience'],['music'],"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous."
1704,['anecdotes/miscellaneous'],[],It just wasn't Thai.
1705,"['food', 'anecdotes/miscellaneous']",['fish'],I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
1706,['food'],"['yellowfun tuna', 'mussel selection']",I particularly love their yellowfun tuna and their mussel selection.
1707,['anecdotes/miscellaneous'],['bagel'],I love to visit Murrays for my bagel fix.
1708,['ambience'],"['scenery', 'dinner reservations']","We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire."
1709,['anecdotes/miscellaneous'],[],Recommended.
1710,['ambience'],['place'],The place was nice and calm.
1711,"['food', 'price']",['Cheese plate'],Cheese plate is a varied delight and great bargain at $10.
1712,['food'],['glasses of water'],I could have drank 4 glasses of water and still been parched - so watch out.
1713,['service'],['service'],"When we sat, we got great and fast service."
1714,['service'],['servers'],"Most of the servers are very attentive, friendly and quite attractive."
1715,['anecdotes/miscellaneous'],[],I think locals rate this place so high.
1716,['service'],['Service'],Service is average.
1717,['food'],"['Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual)', 'specials']",But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).
1718,['anecdotes/miscellaneous'],[],Go girls!!!
1719,['service'],"['sandwich', 'plastic forks', 'pita', 'hummus platter']","They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
1720,['food'],"['steak', 'fish', 'sushi']","The steak is good, the fish is good and the sushi was surprisingly great."
1721,['anecdotes/miscellaneous'],[],"For asian fusion, there are many places further downtown."
1722,['anecdotes/miscellaneous'],[],Old school meets New world.
1723,['anecdotes/miscellaneous'],['pizza'],I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.
1724,"['service', 'ambience']","['service', 'staff']","The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
1725,['anecdotes/miscellaneous'],[],This is probably one of my new favorite places.
1726,['anecdotes/miscellaneous'],[],"For being number 1, this place has alot of work to do in order to truly earn its so called reputation."
1727,"['anecdotes/miscellaneous', 'ambience']",[],"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants."
1728,['anecdotes/miscellaneous'],[],The one on the east side is much better than the one on the west side.
1729,['service'],[],They all know you.
1730,"['food', 'ambience']","['cocktails', 'decor', 'sushi']","My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
1731,['food'],"['apple tarte tatin', 'dinner']",We ended the dinner with a surprisingly light and flaky apple tarte tatin.
1732,['food'],"['buffet', 'selection']",The buffet had a nice selection.
1733,['service'],['Waitstaff'],Waitstaff are very friendly.
1734,['anecdotes/miscellaneous'],[],This restaurant is such a great place.
1735,['ambience'],[],"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro."
1736,['anecdotes/miscellaneous'],[],I've been several times and am totally smitten.
1737,['anecdotes/miscellaneous'],[],Terrible experience.
1738,['anecdotes/miscellaneous'],[],I love the place.
1739,['service'],"['Service', 'food']",Service was slow had to wait to order and get food although not crowded.
1740,['anecdotes/miscellaneous'],['chocolate'],Will have to return to try the chocolate!
1741,['price'],[],"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms."
1742,['ambience'],[],There is a real gallery of stars that have visited.
1743,"['food', 'service', 'ambience']","['food', 'service', 'ambience']","The food was below average, the service was pathetic, there was no ambience at all."
1744,['ambience'],"['SHOWS', 'ACTORS']",I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
1745,['anecdotes/miscellaneous'],['New York Bagel'],Our first time in New York and we had to try a New York Bagel.
1746,['service'],['service'],service was efficient courteous.
1747,['anecdotes/miscellaneous'],[],this one is definintely my least favorite.
1748,['anecdotes/miscellaneous'],[],I have been urged by friends for months to check out the mermaid inn.
1749,['food'],"['miso soup', 'fish', 'flavor']",The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
1750,['anecdotes/miscellaneous'],[],"Everytime my husband and I go there, we are never disappointed."
1751,['food'],['bagels'],They are the best bagels I've had.
1752,['anecdotes/miscellaneous'],[],We were not disappointed.
1753,['anecdotes/miscellaneous'],"['ambience', 'food']",I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.
1754,['ambience'],['space'],"Toons has recently been redone, so it's now a very attractive space."
1755,"['food', 'price']","['filets', 'sides', 'appetizer', 'drinks']","$160 for 2 filets, 2 sides, an appetizer and drinks."
1756,"['price', 'food']","['prices', 'portions']","While the prices are nothing special, the portions are huge."
1757,"['ambience', 'food']","['location', 'meal']","Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
1758,['anecdotes/miscellaneous'],['dinner'],"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!"
1759,['ambience'],['spot'],"However, I think this place is a good hang out spot."
1760,"['price', 'food']","['menu', 'food', 'Prix Fixe']","The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
1761,['anecdotes/miscellaneous'],[],"Rao is a good restaurant, but it's nothing special."
1762,['food'],['wine list'],The wine list is extensive and impressive.
1763,['service'],['waitress'],We had the most wonderful waitress.
1764,['service'],['staff'],"While the staff at this little bistro is very friendly, I have never experienced more incompetency."
1765,['food'],"['quail', 'pastas', 'flavor']",The quail was fantastic and unique and the pastas were full of flavor.
1766,"['anecdotes/miscellaneous', 'ambience']",[],"When we left at 8:00 PM, it was packed and noisy."
1767,['anecdotes/miscellaneous'],[],"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown."
1768,['food'],"['zucchini', 'mashed potatoes', 'garlic', 'butter']",The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
1769,['service'],['staff'],The staff is courteous and friendly.
1770,['anecdotes/miscellaneous'],[],Never fails to please.
1771,"['service', 'ambience']","['Decor', 'service']",Decor is nice though service can be spotty.
1772,"['food', 'service']","['service', 'food', 'drinks']","Aside from the rushed service, we were very impressed with the food and the drinks."
1773,['anecdotes/miscellaneous'],[],Will absolutely visit again.
1774,['food'],['Spicy Scallop roll'],Make sure you have the Spicy Scallop roll.. .
1775,"['anecdotes/miscellaneous', 'price', 'food']",['Indian dining experience'],I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
1776,['ambience'],['Pub atmosphere'],And even with it's Pub atmosphere they were great to my kids too!
1777,['price'],['sushi'],This big draw is the all you can sushi here for $19.95!
1778,['anecdotes/miscellaneous'],[],I consider the best Grand Sichuan restaurant in NYC.
1779,"['anecdotes/miscellaneous', 'price']",[],we spent 50 $$ definetly will come back with my friends!!!
1780,['anecdotes/miscellaneous'],[],Went to Village last night for my birthday.
1781,['service'],"['workers', 'order']","Some of the workers ignore me and talk to the female customers, other times, they've skipped my order."
1782,['food'],['specials'],The specials are usually quite good too.
1783,['food'],"['desserts', 'mixed drinks', 'snack foods']",They've the best desserts and mixed drinks as well as snack foods.
1784,['food'],"['chocolate mud cake (warmed)', 'dulce de leche gelato']",Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.
1785,['anecdotes/miscellaneous'],[],That's good and bad.
1786,['ambience'],['stauff'],Really cool stauff inside.
1787,"['anecdotes/miscellaneous', 'ambience', 'food']","['classical furniture', 'menu']","While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
1788,['food'],['burger'],The best burger I have had in the Village.
1789,['anecdotes/miscellaneous'],['menu'],We visited Orsay during NY Restaurant Week and tried their $35 menu.
1790,['food'],"['cole slaw', 'knish']",I would have gotten some cole slaw and a knish if my stomach had more space.
1791,"['anecdotes/miscellaneous', 'price']",[],"came here for restaurant week, didn't save much, but it was still great."
1792,['anecdotes/miscellaneous'],[],Would NEVER go back there.
1793,['anecdotes/miscellaneous'],"['dinner', 'reservations']",Three of us arrived for dinner about 5:30 on a week night without reservations.
1794,"['food', 'service', 'ambience']","['blond wood decor', 'sake', 'service']","The blond wood decor is very soothing, the premium sake is excellent and the service is great."
1795,['anecdotes/miscellaneous'],['wait'],There is usually a wait but it is well worth it.
1796,['anecdotes/miscellaneous'],[],"Be careful, when they say spicy, they mean it!"
1797,['anecdotes/miscellaneous'],['money'],Your money could easily be better spent elsewhere (Anywhere).
1798,['service'],"['bagel', 'eggs', 'bagel']","Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
1799,['food'],['glass of wine'],As always we had a great glass of wine while we waited.
1800,['anecdotes/miscellaneous'],[],Bring your appetites.
1801,['service'],['wait staff'],"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way)."
1802,['ambience'],"['atmosphere', 'bagel']","Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?"
1803,['service'],['Service'],Service was very good and warm.
1804,['food'],"['chicken tikka-masala', 'garlic naan', 'dinner']",For dinner I had the chicken tikka-masala and some garlic naan.
1805,['ambience'],"['dinner', 'setting']",Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
1806,"['ambience', 'service']",[],"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait."
1807,['anecdotes/miscellaneous'],[],"Seriously, this place kicks ass."
1808,"['food', 'ambience']","['Food', 'view']",Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
1809,['food'],[],"Also, because it is so thin, it gets cold very quickly and its not that filling."
1810,['food'],"['food', 'menu description']",The food is nothing like its menu description.
1811,['food'],"['Pad Se-Ew', 'Chicken with Cashew Nuts']",Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.
1812,['food'],['pizza'],It's just O.K. pizza.
1813,['anecdotes/miscellaneous'],[],I loved it and would HIGHLY RECOMMEND.
1814,['anecdotes/miscellaneous'],[],I've been here twice now.
1815,"['food', 'ambience']","['food', 'ambience']","The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
1816,['anecdotes/miscellaneous'],[],THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.
1817,['service'],['service'],"The service was a bit slow, but they were very friendly."
1818,['anecdotes/miscellaneous'],[],"However, I do not understand the extraordinary hype about this restaurant."
1819,['ambience'],[],It's a small cute restaurant.
1820,['anecdotes/miscellaneous'],[],I will be returning.
1821,"['food', 'ambience']","['specials', 'atmosphere', 'French bistro fare']","Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
1822,['food'],['food'],The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.
1823,['food'],['Shabu-Shabu'],Thius is a must for anyone who loves Shabu-Shabu.
1824,['food'],['food'],The food was absolutely horrible!
1825,['food'],['Food'],Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.
1826,['ambience'],[],Restaurant was dirty and unkempt.
1827,['anecdotes/miscellaneous'],[],Nice place though.
1828,['anecdotes/miscellaneous'],[],Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!
1829,['anecdotes/miscellaneous'],['dinner special'],"Similar to other Indian restaurants, they use the dinner special to attract customers at the door."
1830,['ambience'],[],It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!
1831,"['anecdotes/miscellaneous', 'service', 'food']","['food', 'people with carts of food']","The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
1832,['food'],['crackling calamari salad'],"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed."
1833,"['food', 'price']",['sushi place'],"Not the greatest sushi place, but excellent for a $19.95 all you can eat."
1834,['anecdotes/miscellaneous'],['group dinner'],"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20."
1835,['food'],['Thai ice tea'],The Thai ice tea was amazingly smooth and yummy!
1836,['service'],['staff'],We've never had any problems with the staff but maybe we've been lucky?
1837,['price'],"['Drinks', 'priced']",Drinks way over priced.
1838,['service'],"['noise level', 'guy']",The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.
1839,['food'],['food'],What I didn't like was how the food came right after it was ordered.
1840,['anecdotes/miscellaneous'],[],"But WARNING: to all those that use this site be weary, be very weary of recommendations."
1841,['price'],['prices'],Moderate prices.
1842,['anecdotes/miscellaneous'],[],We had a great time at the Jekyll and hyde Pub last night.
1843,['anecdotes/miscellaneous'],[],Try it side by side and there's no comparison.
1844,['food'],['meals'],I think I've had some the best meals of my life at minnow.
1845,['food'],['food'],My biggest complaint was the un-tasty food although presented well.
1846,['ambience'],[],"This tiny restaurant is as cozy as it gets, with that certain Parisian flair."
1847,['anecdotes/miscellaneous'],[],So sorry I can't rate this better.
1848,['food'],['food'],"Most importantly, food is excellent."
1849,['anecdotes/miscellaneous'],[],Buon appetito!
1850,['ambience'],"['roofdeck', 'music']","Great roofdeck, nice group of 30 somethings, but no music, kind of quiet."
1851,['anecdotes/miscellaneous'],[],"If we were to move from the upper east side, we would genuinely miss this restaurant."
1852,['service'],['manager'],"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing."
1853,['anecdotes/miscellaneous'],[],"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late."
1854,"['service', 'food']","['service', 'sesame crusted Salmon']","However, service was as plain as sesame crusted Salmon I had."
1855,['anecdotes/miscellaneous'],[],I would highly recommend it.
1856,['anecdotes/miscellaneous'],['lunch'],It's great to go for a quick lunch either alone or with a friend.
1857,"['food', 'service']","['food', 'service']",The food was mediocre at best but it was the horrible service that made me vow never to go back.
1858,['anecdotes/miscellaneous'],[],LLOOVVE THIS PLACE.
1859,['anecdotes/miscellaneous'],"['crowd', 'noise']",So some of the reviews here are accurate about the crowd and noise.
1860,"['food', 'ambience', 'price']","['eats', 'drinks', 'setting']","You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting."
1861,['anecdotes/miscellaneous'],[],"Finally, after all the raving I went to check it out with one of my enthusiastic friends this last Saturday night and let me tell you its all its cracked up to be."
1862,['anecdotes/miscellaneous'],[],"Place should also have a 1,2,3 chili rating to be more authentic..."
1863,['service'],"['service', 'served']","The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served."
1864,['anecdotes/miscellaneous'],[],Went last Thursday.
1865,['anecdotes/miscellaneous'],[],I love this place more and more everytime i go.
1866,"['anecdotes/miscellaneous', 'anecdotes/miscellaneous']",[],I go and eat out at many different restaurants and this is one place you have go and try.
1867,"['food', 'ambience', 'price']","['atmosphere', 'people', 'food']","Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!"
1868,['service'],"['desserts', 'drinks']","We only ordered desserts and drinks, but no refills were offered."
1869,['anecdotes/miscellaneous'],[],Saul is the best restaurant on Smith Street and in Brooklyn.
1870,['service'],['Waiters'],Waiters are slow but sweet.
1871,['anecdotes/miscellaneous'],"['dinner', 'brunch', 'lunch']","I have been here a few times for dinner, once for brunch and twice for lunch."
1872,['anecdotes/miscellaneous'],[],We went to Ino for Valentines.
1873,['food'],"['menu', 'beef cubes', 'chicken with chili and lemon grass']","the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass."
1874,['anecdotes/miscellaneous'],[],"It was good, but was not what I thought it would be."
1875,['ambience'],['music'],The music is the best among all the Indian restaurants I have visited.
1876,['food'],"['bread', 'lamb chops', 'meal']","The bread and lamb chops I had before the meal were quite good, however."
1877,['anecdotes/miscellaneous'],[],"He always says, I don't have customers."
1878,"['service', 'ambience']","['service', 'atmosphere']",Rao's has the best service and atmosphere in NYC.
1879,['anecdotes/miscellaneous'],['beer'],instead ordered an ice cold beer which to me works with indian.
1880,['anecdotes/miscellaneous'],[],Good for dates or with friends.
1881,['service'],"['noodles', 'sugar', 'dishes']","They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table."
1882,['food'],['Chicken Tikka Masala'],one of the best Chicken Tikka Masala.
1883,"['food', 'ambience']","['dumplings', 'decor']","Excellent dumplings served amid clean, chic decor."
1884,['service'],['kitchen'],"The kitchen however, is almost always slow."
1885,['food'],"['corned beef', 'pastrami']","The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square."
1886,"['service', 'ambience']","['wait staff', 'place']","Cute place, nice wait staff but would never go there again."
1887,['anecdotes/miscellaneous'],[],We had a good time.
1888,['service'],['hostess'],"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do..."
1889,['service'],['people'],people are rude bit again it's new york!
1890,['price'],[],We all felt it was worth it.
1891,['food'],"['plain slice', 'toppings']","The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places."
1892,"['service', 'ambience']","['Service', 'ambience']",Service was also horrible and the ambience is not that great.
1893,"['food', 'service']","['Service', 'takeout']","Service is great, takeout is good too."
1894,['anecdotes/miscellaneous'],[],"Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM."
1895,"['food', 'price']",['pizza'],The pizza is overpriced and soggy.
1896,"['food', 'ambience']","['menu', 'view']","Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city."
1897,['price'],[],"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare."
1898,"['price', 'food']",['quality of food'],"For the quality of food, a little too expensive."
1899,['anecdotes/miscellaneous'],[],Came looking for this place because I heard good things.
1900,['anecdotes/miscellaneous'],[],I live on the street this place is on.
1901,['anecdotes/miscellaneous'],[],Horrible.
1902,['ambience'],['fish tanks'],Here's to the fake fish tanks too...
1903,['anecdotes/miscellaneous'],['wait'],Its worth the wait though.
1904,"['food', 'service']","['service', 'fish']",I've never had bad service and the fish is fresh and delicious.
1905,"['food', 'ambience']","['live jazz band', 'atmosphere', 'Lobster Cobb Salad']","The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
1906,['ambience'],['tea room'],we decided to eat in tea room which was small and cute.
1907,"['anecdotes/miscellaneous', 'food']",['meal'],What an amazing meal and experience!
1908,['food'],['apppetizers'],Unique apppetizers.
1909,['service'],['staff'],"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in."
1910,['price'],['dinner'],IT is the best deal in town for a Monday night dinner at a fine restaurant.
1911,['anecdotes/miscellaneous'],[],Nothing special about this place.
1912,['price'],"['sandwiches', 'chips', 'side']","Also, the sandwiches (nearing $7) didn't come with anything like chips or a side."
1913,['anecdotes/miscellaneous'],[],and never strayed.
1914,['ambience'],"['wait', 'dim sum', 'dim sum atmosphere', 'tables']","The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative."
1915,['anecdotes/miscellaneous'],[],Leave the kids at home!
1916,"['anecdotes/miscellaneous', 'price', 'food']","['money', 'indian food']","This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else."
1917,"['food', 'service', 'ambience']","['service', 'decor']","Everything is always cooked to perfection, the service is excellent, the decor cool and understated."
1918,['price'],[],And all of that won't break your bank!
1919,['food'],['Thai food'],The Thai food is good.
1920,['anecdotes/miscellaneous'],[],Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.
1921,['food'],"['selection of wine', 'seafood']","Great selection of wine, and seafood."
1922,['food'],[],delicious.
1923,['price'],['prices'],Acceptable prices.
1924,['anecdotes/miscellaneous'],[],Big thumbs up!
1925,['anecdotes/miscellaneous'],['sushi bar'],we were seated at the sushi bar in front of yasuda.
1926,['anecdotes/miscellaneous'],[],We have lived in Chelsea for two years and have never noticed this restaurant.
1927,"['food', 'price']",['taste'],"As I made the title, it's an affordable restaurant for great taste."
1928,['service'],[],They even scoop it out nice (for those on a diet) not too much not to little.
1929,['price'],['price'],Definitely not worth the price!
1930,"['food', 'service']","['French food', 'service']","Orsay, is a very pleasnt throw back to traditional French food, and French service as well."
1931,['service'],['table'],It's easy to get a table for a large group and you don't get hustled out.
1932,"['food', 'price']","['food', 'prices']",Great food at reasonable prices.
1933,['food'],"['Salads', 'meal']",Salads are a delicious way to begin the meal.
1934,['food'],"['tamarind duck', 'noodles with ground beef', 'dishes', 'Thai flavors']","I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways."
1935,['anecdotes/miscellaneous'],[],That's why you have to pay more for that.
1936,"['anecdotes/miscellaneous', 'ambience']",['view'],If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.
1937,['anecdotes/miscellaneous'],[],I loved it.
1938,['anecdotes/miscellaneous'],[],"They're are better Taiwanese restaurants and they are located in Flushing, Queens."
1939,['price'],"['prices', 'entree', 'dinner', 'lunch']",The prices are about $9 for an entree for dinner and even less for lunch.
1940,['price'],['prices'],and you can't beat the prices.
1941,['anecdotes/miscellaneous'],[],but I wouldn't wanna live there.
1942,['anecdotes/miscellaneous'],[],Arigato Gozimas Yuka!
1943,['food'],['cuisine'],Should you happen to be impressed by the cuisine definitely try it.
1944,['food'],['black cod with yuzu sauce'],"I had the black cod with yuzu sauce, which was wonderful."
1945,"['price', 'ambience']",['Prices'],Prices too high for this cramped and unappealing resturant.
1946,['anecdotes/miscellaneous'],[],Tuk Tuk is one of the rare choices for me to go in Brooklyn.
1947,['anecdotes/miscellaneous'],[],This quiet dark asian bistro is well worth the trip.
1948,['anecdotes/miscellaneous'],[],I knew upon visiting NYC that I wanted to try an orginal deli.
1949,['anecdotes/miscellaneous'],[],I would highly recommend this place!
1950,"['service', 'ambience']",['spot'],Total hipster-wannabe attitude in an otherwise sweet spot.
1951,['service'],"['wait', 'reservations']","Yes, there might be a wait if you have no reservations."
1952,['anecdotes/miscellaneous'],[],Thank You Emilio.
1953,['anecdotes/miscellaneous'],[],First of all Dal Bukhara Rocks.
1954,"['food', 'service']","['bread', 'salad', 'service', 'food', 'wait']","Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food."
1955,['food'],[],- i asked for them spicy and they were delicious).
1956,"['food', 'price']",[],"It is terrific, as is the value."
1957,['food'],"['pizza', 'sicilian']",The sicilian is my favorite it is moist not dry like most places but all their pizza is great!
1958,['ambience'],['Downstairs lounge'],Downstairs lounge is always a good attraction
1959,"['price', 'food']","['menu prices', 'quality', 'portion size']",The menu prices are a bit expensive for what you get in quality and portion size.
1960,"['food', 'service']","['food', 'service']","The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed."
1961,['service'],"['food', 'busboy', 'waiter', 'cheese', 'pasta', 'water and wine glasses', 'wine', 'meal']","(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine."
1962,['service'],['takeout'],The takeout is great too since they give high quality tupperware as well.
1963,['food'],"['food', 'sauces']","The food was not fresh, the sauces were bland and very oily."
1964,['anecdotes/miscellaneous'],[],"Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants."
1965,['price'],['prix fixe meal'],Could be pricey without a prix fixe meal.
1966,['ambience'],"['ambiance', 'night scene', 'spot']",This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.
1967,['anecdotes/miscellaneous'],[],I would defiantly come back here again as one of my top choices.
1968,['food'],['expresso'],One of us actually liked the expresso - that's it.
1969,['service'],[],Everyone was more then happy with his choices.
1970,['service'],['waitress'],"Again, the waitress was awesome."
1971,['anecdotes/miscellaneous'],[],Worth the trip from Manhattan.
1972,"['anecdotes/miscellaneous', 'ambience']","['shows', 'actors']",I loved everythig about it-especially the shows and actors.
1973,"['food', 'service']","['service', 'food', 'hot sauce', 'meals']",The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
1974,"['food', 'anecdotes/miscellaneous']",['food'],"The food was just OK, I would never go back."
1975,['ambience'],['ambiance'],Zero ambiance to boot.
1976,['ambience'],[],Got a little loud after 8pm when the joint got full.
1977,['service'],"['service', 'dining']",Scalina Fedeli reminded me why service is so integral to fine dining.
1978,['food'],['thai popcorn'],i recommend the thai popcorn :)
1979,['anecdotes/miscellaneous'],[],I can't wait for the nex time.
1980,"['food', 'ambience']","['drinks', 'decor', 'food']","Everything looks great, the drinks, the decor, the food, even the people."
